Customer_ID,Name,Age,Gender,City,Membership_Type,Tenure_Months,Total_Rides,Average_Ride_Cost,Days_Since_Last_Ride,Cancellation_Rate,Customer_Satisfaction_Score,Payment_Method,App_Usage_Hours_Per_Week,Churn_Status
RS118389,Vritika Sahni,27.0,Male,Pune,Gold,32,583,437.8,164,0.8,8.0,Wallet,5.0,1
RS118390,Biju Gopal,67.0,Female,Mumbai,Gold,64,286,1155.0,32,0.69,4.0,Cash,10.8,0
RS118391,Zain Srinivas,65.0,Female,Kolkata,Corporate,31,501,2104.36,53,0.3,2.0,UPI,33.9,0
RS118392,Pari Aurora,45.0,Female,Pune,Premium,32,354,1239.43,142,0.7,3.0,Wallet,23.0,0
RS118393,Hazel Bansal,48.0,Male,Mumbai,Premium,36,484,613.33,45,0.31,9.0,Wallet,20.6,0
RS118394,Aayush Gupta,37.0,Female,Chennai,Gold,6,239,1625.19,40,0.21,10.0,Card,18.1,0
RS118395,Drishya Chakrabarti,52.0,Female,Jaipur,Corporate,12,289,2227.19,33,0.73,,UPI,22.6,0
RS118396,@@@,44.0,Female,Ahmedabad,Premium,47,551,693.68,105,0.14,10.0,Cash,19.3,1
RS118397,Tara Bumb,50.0,Female,Bangalore,Corporate,31,66,846.11,135,0.57,1.0,UPI,11.3,1
RS118398,Ahana  Sampath,22.0,Male,Ahmedabad,Premium,35,306,2394.37,40,0.15,3.0,Wallet,23.8,0
RS118399,Vedika Rout,22.0,Male,Delhi,Regular,27,373,672.18,108,0.19,1.0,Wallet,6.6,1
RS118400,Nirvaan Thaker,23.0,Male,Chennai,Regular,46,346,673.41,36,0.52,10.0,Cash,15.9,0
RS118401,Aniruddh Comar,37.0,Other,Kolkata,Premium,19,178,2489.85,98,0.42,6.0,UPI,20.0,1
RS118402,Misha Thaman,22.0,Female,Jaipur,Premium,54,229,2480.13,65,0.1,2.0,Cash,,1
RS118403,Rati Devan,55.0,Male,Delhi,Corporate,58,214,621.84,7,0.14,7.0,Cash,18.2,0
RS118404,Charvi Ratta,52.0,Male,Jaipur,Regular,65,455,1516.84,120,0.68,6.0,UPI,10.6,1
RS118405,Vivaan Bhatia,54.0,Male,Kolkata,Regular,47,288,149.86,56,0.03,9.0,Wallet,4.8,0
RS118406,Hansh Krishna,56.0,Female,Pune,Premium,11,584,982.99,117,0.09,1.0,Cash,27.1,1
RS118407,Divyansh Buch,32.0,Female,Chennai,Gold,59,60,1422.15,61,0.11,1.0,UPI,5.9,1
RS118408,Manjari Dewan,18.0,Male,Jaipur,Regular,17,422,1903.87,135,0.24,9.0,Card,6.8,0
RS118409,Rania Sheth,69.0,Female,Mumbai,Corporate,58,543,1763.1,16,0.22,4.0,UPI,21.5,0
RS118410,Divij Brar,63.0,Male,Kolkata,Gold,34,73,347.88,157,0.02,3.0,Cash,33.6,0
RS118411,Nitara Cheema,28.0,Male,Jaipur,Premium,26,91,1939.37,34,0.08,9.0,Cash,28.4,0
RS118412,Tiya Chand,29.0,Female,Hyderabad,Premium,8,261,1343.91,85,0.68,3.0,UPI,3.8,0
RS118413,Madhup Bhagat,62.0,Female,Nagpur,Premium,9,146,2113.49,98,0.54,9.0,Card,22.7,0
RS118414,Miraan Setty,62.0,Other,Hyderabad,Regular,29,124,45135.0,155,0.4,3.0,Cash,10.9,1
RS118415,Dhanuk Baral,60.0,Male,Jaipur,Premium,34,4,2014.72,37,0.44,7.0,Cash,8.9,0
RS118416,Veer Rana,40.0,Male,Kolkata,Premium,70,317,2080.18,74,0.11,1.0,Card,21.2,0
RS118417,Hazel Zacharia,48.0,Male,Jaipur,Gold,53,341,1325.46,163,0.36,6.0,UPI,4.7,1
RS118418,Sana Gill,37.0,Female,Delhi,Premium,27,139,859.44,129,0.11,9.0,Card,15.7,1
RS118419,Navya Soman,23.0,Female,Hyderabad,Corporate,33,295,2311.18,169,0.1,10.0,Wallet,22.5,0
RS118420,@@@,45.0,Male,Jaipur,Gold,32,150,1058.54,71,0.2,10.0,Cash,10.5,0
RS118421,Tiya Ratta,46.0,Male,Bangalore,Gold,53,162,295.13,151,0.24,9.0,Wallet,15.8,1
RS118422,Lavanya Mandal,25.0,Female,Jaipur,Corporate,31,280,1618.6,95,0.5,6.0,Wallet,13.7,0
RS118423,Pranay Iyer,39.0,Female,Ahmedabad,Regular,2,202,1349.08,81,0.79,5.0,Wallet,,0
RS118424,Hunar Bhatia,-5.0,Female,Hyderabad,Gold,32,583,2393.37,100,0.28,2.0,UPI,2.1,1
RS118425,Eva Banerjee,51.0,Male,Chennai,Gold,65,287,807.47,151,0.39,1.0,Cash,26.1,1
RS118426,Khushi Kata,43.0,Male,Kolkata,Gold,60,309,1301.62,80,0.59,5.0,Cash,27.6,1
RS118427,Prerak Doctor,24.0,Male,Delhi,Corporate,35,204,,154,0.12,3.0,Cash,6.8,0
RS118428,Arnav Suri,58.0,Male,Hyderabad,Gold,14,22,1856.75,172,0.45,1.0,Cash,6.5,0
RS118429,Ela Dutta,0.0,Male,Pune,Premium,45,313,704.5,163,0.34,7.0,UPI,21.4,0
RS118430,Prisha Bal,64.0,Male,Nagpur,Gold,14,378,1853.64,76,0.72,1.0,Card,3.0,1
RS118431,Anika Sankaran,,Male,Ahmedabad,Gold,15,137,531.01,48,0.5,6.0,Cash,30.6,1
RS118432,Aaryahi Kalita,56.0,Male,Jaipur,Corporate,25,305,2023.84,39,0.41,7.0,Card,33.8,0
RS118433,Mahika Wadhwa,18.0,Male,Hyderabad,Regular,69,148,417.21,36,0.23,8.0,UPI,8.9,0
RS118434,Ira Krish,68.0,Male,Hyderabad,Premium,60,427,2161.37,57,0.08,6.0,Cash,21.0,0
RS118435,Stuvan Uppal,24.0,Male,Pune,Regular,7,328,1273.98,85,0.41,6.0,Wallet,0.4,0
RS118436,Ahana  Sane,22.0,Male,Nagpur,Regular,19,83,1951.57,128,0.21,8.0,Card,21.3,0
RS118437,Pihu Sarna,23.0,Male,Chennai,Premium,58,329,494.09,53,0.02,9.0,Cash,11.9,0
RS118438,Nakul Swaminathan,55.0,Male,Delhi,Premium,44,495,923.65,109,0.61,5.0,UPI,8.6,1
RS118439,Dishani Cheema,40.0,Male,Pune,Premium,32,331,275.88,34,0.25,6.0,Wallet,15.2,0
RS118440,Emir Garde,30.0,Female,Hyderabad,Corporate,63,521,470.73,88,0.54,2.0,UPI,23.6,1
RS118441,Vanya Bumb,26.0,Male,Pune,Corporate,31,203,2330.39,166,0.49,6.0,Wallet,13.7,1
RS118442,Sana Sastry,66.0,Male,Delhi,Corporate,27,11,1198.49,163,0.54,2.0,Cash,27.5,0
RS118443,Shlok Lad,58.0,Male,Chennai,Regular,52,54,1715.46,127,0.08,6.0,UPI,11.6,0
RS118444,Nehmat Shukla,29.0,Female,Delhi,Corporate,14,546,1861.69,89,0.34,1.0,Cash,28.6,0
RS118445,Dishani Rastogi,46.0,Female,Delhi,Premium,66,574,1241.81,38,0.1,8.0,Cash,21.9,0
RS118446,Mohanlal Chad,55.0,Female,Delhi,Premium,43,552,2023.32,178,0.56,6.0,UPI,26.4,1
RS118447,Inaaya  Mannan,69.0,Female,Hyderabad,Corporate,52,371,1484.83,111,0.51,7.0,UPI,5.1,1
RS118448,Suhana Majumdar,68.0,FEMALE,Hyderabad,Corporate,17,119,183.58,171,0.17,8.0,Wallet,13.0,0
RS118449,Divij Vohra,48.0,Male,Mumbai,Regular,63,112,1640.11,131,0.51,8.0,Cash,5.6,1
RS118450,Vivaan Karpe,53.0,??,Ahmedabad,Gold,45,168,373.66,99,0.63,1.0,Cash,10.5,1
RS118451,Nehmat Bhasin,39.0,Female,Nagpur,Regular,61,113,907.84,29,0.58,10.0,Card,6.2,0
RS118452,Dhanuk Kale,31.0,Male,Hyderabad,Corporate,11,55,2183.24,1,0.22,3.0,UPI,11.7,0
RS118453,Kanav Devan,48.0,Female,Mumbai,Premium,30,578,1930.23,139,0.69,9.0,Wallet,27.9,1
RS118454,Tanya Sibal,39.0,Male,Nagpur,Premium,47,546,351.29,42,0.79,10.0,Wallet,20.6,0
RS118455,Urvi Chahal,47.0,Female,Chennai,Regular,48,575,307.4,70,0.2,6.0,Cash,19.7,0
RS118456,Seher Sarna,65.0,Male,Pune,Premium,65,260,2485.82,25,0.52,8.0,Cash,14.8,0
RS118457,Dhruv Borde,62.0,Female,Jaipur,Gold,25,388,2332.87,176,0.74,7.0,Card,13.0,0
RS118458,Tushar Garde,53.0,Female,Ahmedabad,Corporate,3,332,1677.92,151,0.41,10.0,Cash,5.2,1
RS118459,Rohan Chhabra,19.0,Female,Ahmedabad,Premium,71,576,67307.0,24,0.02,7.0,Cash,14.9,0
RS118460,Saanvi Thaman,34.0,Female,Delhi,Regular,39,475,2302.45,162,0.21,1.0,Wallet,,1
RS118461,Ryan Shukla,60.0,Female,Nagpur,Regular,9,123,373.14,124,0.37,4.0,UPI,17.0,0
RS118462,Yuvraj  Tella,62.0,Male,Delhi,Corporate,7,454,628.03,17,0.55,1.0,Card,4.0,1
RS118463,Taran Shere,0.0,Male,Pune,Gold,40,250,1927.95,127,0.06,7.0,UPI,28.6,0
RS118464,Rania Varughese,22.0,Male,Mumbai,Corporate,13,16,2192.84,179,0.57,1.0,Card,15.5,1
RS118465,Ishaan Kala,26.0,Male,Chennai,Gold,7,585,2296.5,100,0.73,7.0,Wallet,19.3,0
RS118466,Vaibhav Yohannan,36.0,Male,Bangalore,Premium,56,251,164.82,26,0.06,2.0,Card,20.4,0
RS118467,Fateh Bala,39.0,Female,Chennai,Gold,10,467,553.85,161,0.31,10.0,Card,3.4,0
RS118468,Inaaya  Ray,57.0,Female,Chennai,Regular,13,163,393.37,99,0.33,6.0,UPI,21.5,0
RS118469,Amira Chand,41.0,Male,Pune,Premium,21,462,1366.73,159,0.61,2.0,Wallet,31.0,1
RS118470,Rhea Kala,34.0,Female,Jaipur,Gold,42,570,98670.0,12,0.6,1.0,Cash,10.8,1
RS118471,Shayak Bhatia,43.0,Female,Chennai,Regular,45,199,1662.8,66,0.26,7.0,Cash,27.4,1
RS118472,Bhamini Zacharia,53.0,Female,Nagpur,Gold,35,42,923.61,67,0.15,1.0,UPI,32.5,0
RS118473,Miraya Reddy,54.0,Female,Bangalore,Regular,10,484,2128.86,58,0.54,5.0,Cash,23.8,1
RS118474,Rania Chandra,47.0,Female,Mumbai,Premium,14,11,565.62,172,0.36,6.0,Card,33.5,1
RS118475,Vivaan Rana,38.0,Male,Nagpur,Gold,70,231,228.13,156,0.39,3.0,UPI,13.8,0
RS118476,Yashvi Bedi,45.0,Male,Bangalore,Regular,26,442,1481.94,115,0.0,10.0,Card,30.3,0
RS118477,Nitya Iyengar,45.0,Female,Jaipur,Corporate,29,106,1185.61,109,0.27,8.0,Cash,3.8,1
RS118478,Saksham Chawla,56.0,Male,Nagpur,Gold,36,592,216.9,140,0.79,4.0,Wallet,16.8,1
RS118479,Pranay Kapur,20.0,Male,Kolkata,Regular,68,298,841.92,110,0.62,2.0,Cash,4.0,1
RS118480,Purab Manne,21.0,Male,Bangalore,Gold,13,173,1004.72,89,0.37,4.0,UPI,16.2,1
RS118481,@@@,,Male,Mumbai,Regular,10,255,2116.82,90,0.77,7.0,UPI,,0
RS118482,Vaibhav Keer,68.0,Male,Delhi,Corporate,12,592,93819.0,57,0.18,10.0,UPI,33.8,0
RS118483,Dharmajan Dube,23.0,Male,Jaipur,Corporate,1,508,1846.25,96,0.27,7.0,Card,34.3,1
RS118484,Farhan Dhawan,26.0,Male,Kolkata,Regular,28,71,816.47,143,0.47,9.0,Cash,31.7,1
RS118485,Zoya Sura,27.0,Male,Chennai,Gold,37,592,1168.66,73,0.0,8.0,Wallet,14.2,0
RS118486,Shaan Sarma,31.0,Female,Chennai,Regular,54,241,65365.0,45,0.54,6.0,Wallet,23.9,0
RS118487,Aradhya Ramaswamy,32.0,Female,Mumbai,Gold,33,415,,168,0.38,4.0,Wallet,15.5,1
RS118488,Raghav Comar,23.0,??,Pune,Premium,59,539,80480.0,154,0.42,3.0,Card,19.3,1
RS118489,Arhaan Sharma,60.0,Male,Bangalore,Premium,25,17,2313.31,74,0.07,,UPI,24.0,1
RS118490,Biju Raval,50.0,Male,Hyderabad,Gold,7,221,1813.13,14,0.08,6.0,Cash,27.7,0
RS118491,Charvi Shere,50.0,Female,Chennai,Regular,9,143,854.56,55,0.67,2.0,Card,14.5,1
RS118492,Renee Kumer,19.0,Female,Ahmedabad,Gold,47,10,1496.61,112,0.28,9.0,Wallet,15.8,1
RS118493,Rasha Kaur,47.0,Male,Mumbai,Regular,6,152,612.9,120,0.77,6.0,Cash,23.5,0
RS118494,Dharmajan Bala,44.0,Male,Delhi,Regular,55,410,1871.08,16,0.48,10.0,Cash,2.6,0
RS118495,Prisha Char,52.0,Female,Kolkata,Premium,37,596,302.14,14,0.77,10.0,Wallet,17.2,0
RS118496,Rati Subramanian,20.0,Male,Hyderabad,Gold,40,571,1397.21,139,0.59,7.0,Wallet,9.9,1
RS118497,Taran Bora,51.0,Female,Jaipur,Regular,43,284,1235.54,82,0.09,5.0,Card,31.5,0
RS118498,Eva Mannan,29.0,Male,Jaipur,Corporate,18,490,525.49,1,0.32,7.0,Card,27.8,0
RS118499,Jayan Ray,30.0,Male,Pune,Gold,2,50,2011.61,62,0.69,8.0,Card,0.6,0
RS118500,Riaan Boase,65.0,Male,Delhi,Corporate,32,72,1623.99,57,0.68,6.0,Wallet,34.1,0
RS118501,Umang Kamdar,49.0,Male,Hyderabad,Premium,69,136,1227.18,129,0.13,2.0,Card,26.4,1
RS118502,Amani Shetty,63.0,Male,Jaipur,Regular,69,360,243.26,155,0.46,2.0,Wallet,3.9,1
RS118503,Seher Kari,24.0,Female,Hyderabad,Corporate,41,55,1053.83,2,0.76,2.0,UPI,8.9,0
RS118504,Hrishita Agate,45.0,Female,Pune,Premium,2,80,838.86,48,0.2,9.0,Wallet,26.2,0
RS118505,Divyansh Kala,54.0,Male,Bangalore,Premium,42,407,618.86,142,0.62,7.0,Cash,29.0,0
RS118506,Charvi Lala,51.0,Male,Chennai,Premium,32,52,1846.82,138,0.78,1.0,Wallet,34.0,1
RS118507,Kiara Tak,33.0,Male,Delhi,Gold,59,457,1980.23,68,0.26,7.0,Wallet,3.7,0
RS118508,Himmat Chandran,51.0,Male,Chennai,Gold,14,25,2338.33,49,0.08,3.0,Card,5.0,1
RS118509,Anika Bose,47.0,Female,Mumbai,Corporate,69,559,1593.02,98,0.43,2.0,Card,14.0,1
RS118510,Oorja Dalal,60.0,Male,Mumbai,Premium,39,53,410.79,14,0.72,7.0,Wallet,4.4,0
RS118511,12345,47.0,Female,Nagpur,Premium,53,160,1187.57,55,0.34,,Card,16.8,0
RS118512,Dhanush Lata,34.0,Female,Pune,Regular,44,182,1818.44,77,0.59,,Wallet,5.7,1
RS118513,Taimur Guha,58.0,Female,Nagpur,Premium,27,550,514.78,150,0.25,7.0,Card,21.0,0
RS118514,Shalv Shah,38.0,Female,Delhi,Gold,36,101,1634.45,126,0.36,6.0,Cash,9.9,0
RS118515,Ryan Khatri,35.0,Male,Mumbai,Regular,50,242,,37,0.06,8.0,Card,22.9,0
RS118516,Amira Kumar,58.0,Male,Nagpur,Regular,55,14,598.74,49,0.23,3.0,UPI,6.2,0
RS118517,Samiha Gupta,27.0,Male,Bangalore,Regular,54,314,125.09,89,0.58,10.0,Card,26.7,1
RS118518,Seher Krishnan,21.0,Female,Delhi,Regular,54,174,1284.12,23,0.34,10.0,Wallet,11.5,0
RS118519,Azad Sehgal,61.0,Female,Delhi,Regular,52,326,1028.9,107,0.01,4.0,UPI,31.9,1
RS118520,Bhavin Basak,56.0,Male,Mumbai,Premium,44,79,1294.42,22,0.09,10.0,UPI,,0
RS118521,Aradhya Walla,31.0,Female,Ahmedabad,Regular,19,324,1683.14,66,0.48,10.0,Wallet,24.3,1
RS118522,Onkar Roy,33.0,Female,Ahmedabad,Gold,66,567,1246.47,177,0.65,6.0,Card,,0
RS118523,Keya Vaidya,59.0,Male,Bangalore,Gold,17,183,1366.11,100,0.27,,Wallet,21.6,0
RS118524,Yuvaan Kumer,18.0,Male,Ahmedabad,Gold,61,162,1130.79,42,0.62,1.0,Wallet,10.4,0
RS118525,Neysa Sheth,36.0,Male,Bangalore,Corporate,54,39,2198.78,29,0.62,1.0,UPI,20.6,1
RS118526,Ayesha Toor,-5.0,Female,Kolkata,Regular,8,153,2074.27,160,0.34,,Cash,10.7,1
RS118527,Prerak Bumb,26.0,Male,Hyderabad,Premium,17,244,1038.06,1,0.3,10.0,UPI,21.9,0
RS118528,Dhruv Lall,42.0,Male,Chennai,Premium,55,37,1652.09,83,0.26,1.0,UPI,28.7,0
RS118529,Kimaya Tank,39.0,Female,Bangalore,Gold,14,293,2182.78,157,0.17,5.0,Wallet,24.4,0
RS118530,Mohanlal Chowdhury,29.0,Male,Chennai,Regular,8,132,164.82,48,0.41,10.0,Cash,13.1,1
RS118531,Nayantara Sankaran,29.0,Male,Delhi,Regular,54,399,2264.42,135,0.53,6.0,Cash,32.7,1
RS118532,Anaya Bala,38.0,Female,Ahmedabad,Gold,34,129,1192.22,125,0.62,10.0,Card,7.3,1
RS118533,Divit Bhasin,56.0,Male,Jaipur,Regular,46,74,1375.76,84,0.19,3.0,Cash,10.9,1
RS118534,Pranay Mammen,34.0,Male,Kolkata,Corporate,40,4,1741.16,153,0.26,9.0,Wallet,17.9,1
RS118535,Diya Jain,58.0,Male,Pune,Corporate,59,196,1825.02,65,0.63,1.0,UPI,34.1,0
RS118536,Gokul Wason,34.0,Male,Kolkata,Corporate,45,377,,53,0.02,10.0,UPI,9.2,0
RS118537,Baiju Kari,27.0,Female,Nagpur,Corporate,10,65,,113,0.48,6.0,Cash,7.4,0
RS118538,Dhanush Dhar,24.0,Male,Ahmedabad,Gold,17,74,2114.77,2,0.43,1.0,Wallet,15.3,0
RS118539,Inaaya  Ganesan,26.0,Female,Kolkata,Corporate,13,505,1981.23,154,0.5,8.0,Cash,29.0,0
RS118540,Lakshit Ben,47.0,Female,Hyderabad,Regular,6,521,1046.03,155,0.56,9.0,UPI,8.0,1
RS118541,Arnav Ram,50.0,Female,Pune,Regular,11,595,149.46,80,0.75,1.0,Card,19.8,0
RS118542,Ishita Gala,21.0,Female,Delhi,Premium,37,547,1872.98,47,0.27,9.0,UPI,2.5,0
RS118543,Vivaan Shukla,49.0,Male,Nagpur,Premium,17,33,1680.46,55,0.47,9.0,Cash,28.4,0
RS118544,Bhamini Agrawal,64.0,Female,Kolkata,Premium,33,90,65.89,124,0.47,3.0,Wallet,5.6,1
RS118545,Nirvaan Char,49.0,Male,Delhi,Regular,21,235,480.11,37,0.42,10.0,Wallet,25.0,1
RS118546,Bhamini Hari,22.0,Other,Hyderabad,Premium,37,509,34145.0,13,0.01,10.0,Cash,21.8,0
RS118547,Tarini Thaman,61.0,Female,Ahmedabad,Gold,3,413,2049.15,63,0.36,4.0,Wallet,12.6,1
RS118548,Vardaniya Comar,38.0,Female,Kolkata,Gold,19,152,2074.04,158,0.02,3.0,Card,25.1,0
RS118549,Ryan Saini,20.0,Male,Nagpur,Corporate,49,595,1979.62,147,0.47,6.0,UPI,32.8,1
RS118550,Ishita Sarkar,68.0,Female,Mumbai,Gold,16,570,1863.86,117,0.3,7.0,UPI,25.9,0
RS118551,Dhanuk Kaul,65.0,Female,Mumbai,Premium,16,539,994.57,68,0.67,1.0,Card,11.0,1
RS118552,Aarush Sachdev,68.0,Other,Hyderabad,Premium,9,127,698.22,47,0.47,7.0,UPI,,1
RS118553,Eshani Sahni,27.0,Male,Kolkata,Premium,64,376,2173.96,34,0.72,7.0,Card,33.7,0
RS118554,Shanaya Kibe,150.0,Male,Kolkata,Regular,18,261,1999.71,4,0.52,3.0,UPI,2.5,0
RS118555,Sana Anne,57.0,Male,Delhi,Corporate,62,64,,0,0.57,5.0,UPI,1.1,0
RS118556,Heer Dass,69.0,Male,Ahmedabad,Regular,4,8,1747.46,15,0.03,2.0,Cash,22.5,0
RS118557,Samaira Sankar,66.0,Female,Kolkata,Premium,30,411,586.24,135,0.1,3.0,Cash,31.6,0
RS118558,Vaibhav Kalla,39.0,Male,Mumbai,Regular,23,319,2467.26,39,0.25,2.0,Wallet,0.4,0
RS118559,Nirvi Goel,28.0,Male,Nagpur,Premium,17,575,2073.48,133,0.06,9.0,UPI,18.1,1
RS118560,Taran Chana,65.0,Female,Delhi,Regular,52,30,2402.15,89,0.44,5.0,Cash,13.6,1
RS118561,Nitya Johal,58.0,Female,Delhi,Regular,48,141,263.18,55,0.67,8.0,Cash,16.6,1
RS118562,Elakshi Gour,65.0,Male,Delhi,Premium,45,77,1824.77,151,0.55,2.0,Wallet,11.3,1
RS118563,Jivika Salvi,47.0,Female,Nagpur,Corporate,67,53,1916.02,111,0.57,8.0,Card,29.9,0
RS118564,Dhanuk Bala,18.0,Female,Chennai,Corporate,19,526,1380.15,133,0.64,5.0,UPI,,1
RS118565,Indranil Madan,68.0,Male,Chennai,Corporate,2,293,2167.07,160,0.41,5.0,UPI,6.5,0
RS118566,Aarna Sheth,29.0,Male,Bangalore,Corporate,9,539,569.63,60,0.71,5.0,Wallet,21.2,1
RS118567,Nayantara Dash,34.0,Female,Pune,Regular,5,581,538.56,25,0.19,2.0,Wallet,8.9,0
RS118568,Sahil Chander,,Male,Pune,Corporate,24,472,996.68,129,0.03,4.0,Cash,17.3,0
RS118569,Kashvi Kakar,47.0,Male,Jaipur,Premium,52,507,1581.28,80,0.34,3.0,Wallet,24.8,0
RS118570,Trisha Reddy,57.0,Female,Delhi,Corporate,59,589,1163.04,30,0.39,6.0,UPI,28.4,0
RS118571,Akarsh Savant,69.0,Male,Bangalore,Corporate,71,38,1895.73,40,0.78,9.0,Cash,28.6,0
RS118572,Neelofar Bala,68.0,Male,Chennai,Premium,49,323,852.79,58,0.26,3.0,Wallet,16.6,0
RS118573,Ehsaan Manne,30.0,Male,Chennai,Premium,28,135,117.59,1,0.78,8.0,Card,19.9,0
RS118574,Zeeshan Tailor,62.0,Female,Kolkata,Gold,57,91,1061.39,79,0.51,6.0,Card,9.4,0
RS118575,Uthkarsh Bawa,38.0,Female,Nagpur,Premium,10,87,178.08,94,0.44,3.0,Cash,,1
RS118576,Indranil Dugar,56.0,Male,Chennai,Gold,41,338,391.29,84,0.3,1.0,Wallet,21.6,0
RS118577,Khushi Subramanian,54.0,Female,Nagpur,Regular,8,359,2377.23,124,0.61,,Wallet,22.0,1
RS118578,Lagan Borra,56.0,Female,Nagpur,Corporate,55,450,2298.44,90,0.49,2.0,Wallet,16.2,0
RS118579,Indrajit Chaudhry,69.0,Male,Bangalore,Premium,47,342,1760.23,132,0.18,6.0,Cash,8.6,1
RS118580,Manikya Cheema,46.0,Male,Ahmedabad,Gold,32,6,248.75,32,0.26,10.0,Card,6.8,0
RS118581,Armaan Bose,63.0,Male,Kolkata,Gold,40,1,2487.06,166,0.26,1.0,Wallet,28.5,0
RS118582,Urvi Barad,,Male,Hyderabad,Premium,5,285,1190.68,69,0.7,10.0,Wallet,4.5,0
RS118583,Jiya Virk,,Male,Mumbai,Premium,55,309,840.96,45,0.62,3.0,Card,19.9,1
RS118584,Shaan Baral,27.0,Other,Pune,Corporate,64,493,2370.38,150,0.58,9.0,Cash,28.3,0
RS118585,Sana Sarraf,19.0,Female,Ahmedabad,Corporate,8,160,2106.22,63,0.38,2.0,Wallet,29.0,1
RS118586,Rati Bhalla,,Male,Chennai,Premium,53,155,2021.56,111,0.68,4.0,Card,7.5,0
RS118587,Zoya Jha,30.0,Female,Hyderabad,Gold,51,258,2207.79,54,0.29,3.0,Card,1.6,1
RS118588,Anya Chada,30.0,Male,Jaipur,Corporate,40,346,1821.81,128,0.79,3.0,Card,10.0,1
RS118589,Madhup Chaudhuri,61.0,Male,Ahmedabad,Corporate,38,452,2126.56,164,0.6,8.0,Cash,2.6,0
RS118590,Jivika Sarin,64.0,Female,Hyderabad,Premium,35,59,2202.03,150,0.59,10.0,Cash,32.5,1
RS118591,Jayesh Tripathi,47.0,Male,Delhi,Gold,52,276,1762.1,46,0.15,8.0,Card,23.1,0
RS118592,Abram Varughese,39.0,Female,Ahmedabad,Premium,43,266,1326.85,98,0.57,3.0,Wallet,21.0,1
RS118593,Indrans Ramachandran,57.0,Male,Bangalore,Regular,66,19,1785.32,90,0.8,1.0,UPI,,1
RS118594,Inaaya  Shan,50.0,Female,Bangalore,Premium,30,420,,84,0.49,9.0,Wallet,28.3,1
RS118595,Drishya Dugal,38.0,Male,Pune,Gold,9,51,,134,0.15,,UPI,22.8,1
RS118596,Zaina Balasubramanian,56.0,Female,Nagpur,Gold,18,580,1538.35,55,0.46,10.0,Card,27.0,0
RS118597,Bhamini Contractor,55.0,Female,Bangalore,Gold,54,562,695.34,178,0.04,4.0,Cash,19.6,0
RS118598,Vidur Lal,32.0,Female,Nagpur,Premium,62,80,1489.36,171,0.76,4.0,Wallet,32.2,1
RS118599,Shalv Jayaraman,26.0,Female,Kolkata,Regular,26,165,1334.95,97,0.75,8.0,UPI,8.4,1
RS118600,Dhruv Karnik,45.0,Male,Chennai,Gold,9,366,1726.69,103,0.19,5.0,Wallet,17.6,0
RS118601,Himmat Anand,60.0,Female,Pune,Corporate,68,369,1374.6,92,0.73,3.0,Card,3.7,1
RS118602,Akarsh Bala,33.0,Male,Mumbai,Gold,19,195,479.15,14,0.16,9.0,UPI,10.1,0
RS118603,Romil Ben,61.0,Male,Kolkata,Regular,41,411,868.17,174,0.71,5.0,Wallet,14.1,1
RS118604,Ishaan Bassi,18.0,Female,Pune,Gold,29,294,902.55,37,0.69,10.0,Card,5.3,1
RS118605,Adira Chawla,36.0,Female,Mumbai,Gold,16,173,2150.7,11,0.48,9.0,UPI,22.2,0
RS118606,Priyansh Lata,60.0,Female,Jaipur,Premium,45,547,218.98,27,0.59,7.0,Wallet,3.0,0
RS118607,Adira Dass,43.0,Female,Nagpur,Premium,14,298,361.6,168,0.63,6.0,Cash,17.3,0
RS118608,Hiran Sundaram,40.0,Male,Pune,Corporate,20,116,,59,0.71,10.0,UPI,23.6,0
RS118609,Bhavin Boase,69.0,Male,Jaipur,Regular,9,309,,142,0.4,,Wallet,29.8,1
RS118610,Pihu Sekhon,48.0,Male,Pune,Premium,52,106,678.6,58,0.5,4.0,UPI,16.2,1
RS118611,Mishti Grover,29.0,Male,Kolkata,Regular,32,496,1206.21,58,0.44,1.0,Card,5.4,1
RS118612,Ritvik Kunda,21.0,Female,Kolkata,Premium,21,251,1802.91,41,0.49,8.0,Cash,23.2,0
RS118613,Taimur Raju,55.0,Male,Delhi,Gold,32,239,988.78,121,0.23,8.0,Card,17.5,0
RS118614,Seher Lal,41.0,Female,Pune,Premium,35,28,1163.65,113,0.01,8.0,Cash,16.8,0
RS118615,Neelofar Ravel,41.0,Female,Nagpur,Regular,2,450,354.59,48,0.13,2.0,Card,9.0,1
RS118616,Saanvi Sane,27.0,Male,Bangalore,Regular,53,267,1389.55,39,0.74,10.0,Card,1.7,1
RS118617,Prerak Dasgupta,54.0,Female,Chennai,Regular,31,134,1190.33,79,0.04,1.0,Cash,15.4,0
RS118618,Farhan Kari,62.0,Female,Chennai,Premium,7,17,1974.29,41,0.16,6.0,Cash,,0
RS118619,Kimaya Kade,58.0,Male,Bangalore,Gold,67,208,347.72,120,0.65,4.0,Wallet,11.4,0
RS118620,Saksham Brahmbhatt,68.0,Male,Nagpur,Regular,55,560,1123.32,93,0.37,5.0,Cash,10.2,0
RS118621,Lavanya Mahal,60.0,Female,Hyderabad,Premium,43,27,1551.18,57,0.07,4.0,Wallet,17.4,1
RS118622,Nishith Jhaveri,59.0,Male,Pune,Gold,1,334,108.42,109,0.48,6.0,Cash,31.2,1
