Index,CustomerID,Name,Tenure,MonthlyCharges,TotalCharges,InternetService,DataUsage,CustomerSupportCalls,Complaints,AutoPay,LastRechargeDaysAgo,Churn
10109.0,CUST110108,Rohit Naik,1,988.28,1038.1,Cellular,33.81,8,2, yes ,53,  No 
10110.0,CUST110109,Pooja Verma,67,2518.57,168731.34,Cellular,12.34,7,2, yes ,49,No
10111.0,CUST110110,Kiran Singh,61,999.0,61099.72,DSL,2.43,0,1,Yes,1,No
10112.0,CUST110111,Kiran Sharma,48,699.0,33446.8,Fiber,10.67,1,3, yes ,45,No
10113.0,CUST110112,Kiran Joshi,28,2499.0,70148.82,DSL,3.83,0,1,No,65,No
10114.0,CUST110113,Priya Singh,38,699.0,26589.4,Cellular,35.13,7,1,NO,35,No
10115.0,CUST110114,Sneha Yadav,9,399.0,3418.09,DSL,25.13,0,4, yes ,116,No
10116.0,CUST110115,Pooja Patil,53,215.39,11228.15,Cellular,8.0,1,3,No,107,Yes
10117.0,CUST110116,Sneha Joshi,63,424.28,26799.97,Fiber,21.09,4,0, yes ,60,No
10118.0,CUST110117,Sneha Verma,68,197.18,13466.19,Cellular,23.88,8,1,Yes,17,No
10119.0,CUST110118,Priya Reddy,61,404.59,24811.1,Fiber,2.69,7,3, yes ,112,No
10120.0,CUST110119,Kiran Gupta,13,2499.0,32343.12,Cellular,13.17,9,4,No,47,Yes
10121.0,CUST110120,Sneha Verma,12,399.0,4921.41,Fiber,29.44,2,1, yes ,78,Yes
10122.0,CUST110121,Amit Patil,34,699.0,23772.18,Cellular,17.95,4,2,NO,117,Yes
10123.0,CUST110122,Sneha Joshi,58,399.0,23135.4,Cellular,42.08,4,0,NO,63,No
10124.0,CUST110123,Rohit Verma,65,2499.0,162384.57,DSL,3.98,1,0,Yes,46,No
10125.0,CUST110124,Vikas Joshi,36,2499.0,90070.6,Cellular,20.08,  2 ,2, yes ,15,No
10126.0,CUST110125,Kiran Patil,66,964.32,63804.54,Cellular,43.21,1,0,Yes,15,No
10127.0,CUST110126,Anjali Verma,8,399.0,3076.09,Fiber,43.52,2,4, yes ,100,No
10128.0,CUST110127,Priya Naik,20,399.0,8156.55,Fiber,9.71,6,0, yes ,24,No
10129.0,CUST110128,Rohit Verma,11,199.0,2168.53,DSL,15.69,1,1,NO,60,No
10130.0,CUST110129,Rohit Reddy,20,199.0,3900.85,DSL,45.66,3,4,No,51,Yes
10131.0,CUST110130,Rahul Singh,45,999.0,45067.03,Fiber,25.61,0,2, yes ,78,No
10132.0,CUST110131,Pooja Naik,58,399.0,22998.02,Cellular,42.11,7,4,NO,102,No
10133.0,CUST110132,Neha Naik,56,699.0,39295.07,Cellular,14.04,4,4, yes ,72,Yes
10134.0,CUST110133,Priya Joshi,14,699.0,9964.05,Cellular,14.83,8,2,No,46,Yes
10135.0,CUST110134,Neha Reddy,30,399.0,11806.83,Fiber,17.84,9,0,No,11,No
10136.0,CUST110135,Kiran Reddy,36,999.0,36022.73,Fiber,47.78,6,0,No,94,Yes
10137.0,CUST110136,Neha Reddy,6,199.0,1161.64,,33.23,4,3, yes ,35,No
10138.0,CUST110137,Kiran Kumar,0,2499.72,67.35,Fiber,19.31,7,4,Yes,40,Yes
10139.0,CUST110138,Sneha Naik,35,2499.0,87535.47,Fiber,5.71,3,1,NO,1,No
10140.0,CUST110139,Rohit Joshi,46,2466.44,113354.73,Cellular,21.85,0,1,Yes,66,No
10141.0,CUST110140,Sneha Yadav,44,369.7,16411.87,Cellular,32.4,2,4, yes ,40,No
10142.0,CUST110141,Rohit Kumar,56,399.0,22224.6,Cellular,17.3,3,1,Yes,38,No
10143.0,CUST110142,Amit Gupta,61,2531.43,154223.38,Cellular,5.47,9,3,No,111,No
10144.0,CUST110143,Anjali Gupta,19,399.0,7764.09,Cellular,12.52,6,3,Yes,106,No
10145.0,CUST110144,Neha Reddy,25,2499.0,62583.03,DSL,0.36,5,0,NO,119,No
10146.0,CUST110145,Neha Naik,53,199.0,10621.67,DSL,1.5,8,3,Yes,60,No
10147.0,CUST110146,Rahul Kumar,33,166.04,5289.03,Fiber,6.09,2,0,NO,57,No
10148.0,CUST110147,Anjali Singh,2,199.0,219.77,Cellular,46.76,8,2,Yes,35,Yes
10149.0,CUST110148,Amit Kumar,19,2459.55,46628.74,Fiber,38.99,5,2, yes ,69,No
10150.0,CUST110149,Priya Singh,29,723.87,20842.72,Fiber,30.12,5,3, yes ,1,No
10151.0,CUST110150,Sneha Kumar,49,735.62,36035.78,Fiber,37.81,9,4, yes ,31,  No 
10152.0,CUST110151,Rohit Singh,56,999.0,56095.61,Cellular,1.74,1,3,No,95,No
  10153.0 ,CUST110152,Neha Gupta,3,399.0,1255.54,Fiber,29.2,9,0,No,85,No
10154.0,CUST110153,Vikas Verma,60,399.0,23999.31,Cellular,40.72,3,2,NO,31,No
10155.0,CUST110154,Pooja Sharma,17,370.93,6187.93,Cellular,44.54,5,1,No,20,No
10156.0,CUST110155,Neha Sharma,41,199.0,8153.29,Fiber,23.81,8,4,NO,8,Yes
10157.0,CUST110156,Neha Yadav,27,199.0,5305.62,Cellular,35.82,8,2,Yes,113,No
10158.0,CUST110157,Amit Verma,23,999.0,22975.49,Fiber,36.82,9,3,Yes,49,Yes
10159.0,CUST110158,Neha Singh,62,399.0,100000,Cellular,7.11,9,4,NO,75,No
10160.0,CUST110159,Anjali Naik,27,399.0,10775.69,Cellular,39.67,3,3, yes ,40,No
10161.0,CUST110160,Rohit Reddy,61,1031.5,63099.92,Cellular,29.82,6,1,No,3,Yes
10162.0,CUST110161,Pooja Sharma,13,2492.43,32222.96,Fiber,13.94,0,1,No,23,Yes
10163.0,CUST110162,Rohit Sharma,62,199.0,12252.8,Cellular,4.18,9,3,No,3,No
10164.0,CUST110163,Sneha Gupta,60,1003.95,60214.14,Cellular,48.22,8,1,NO,33,Yes
10165.0,CUST110164,Rahul Joshi,71,199.0,14192.99,Fiber,28.69,0,3,No,41,No
10166.0,CUST110165,Amit Kumar,48,166.85,8117.39,Fiber,9.25,8,2,Yes,27,No
10167.0,CUST110166,Anjali Sharma,31,408.17,12550.29,Fiber,5.96,1,3, yes ,24,No
10168.0,CUST110167,Kiran Reddy,39,999.0,38829.04,Cellular,28.11,3,2,Yes,64,No
10169.0,CUST110168,Neha Sharma,50,999.0,49884.81,Cellular,9.54,4,3, yes ,63,Yes
10170.0,CUST110169,Amit Naik,45,978.41,44209.14,Fiber,40.84,2,0,NO,6,No
10171.0,CUST110170,Neha Verma,49,2471.78,121230.05,Cellular,42.85,5,4,No,102,No
10172.0,CUST110171,Priya Yadav,8,410.49,3335.0,DSL,20.11,6,1,NO,30,Yes
10173.0,CUST110172,Pooja Kumar,68,399.0,27078.62,DSL,9.03,8,1,Yes,25,Yes
10174.0,CUST110173,Sneha Naik,66,699.0,46317.33,Fiber,40.48,7,4,No,58,No
10175.0,CUST110174,Anjali Reddy,51,399.0,20388.35,Cellular,36.04,3,0,Yes,6,No
10176.0,CUST110175,Rohit Sharma,19,199.0,3690.1,Fiber,33.14,4,2,NO,85,No
10177.0,CUST110176,Rohit Verma,19,1040.51,19936.33,Fiber,49.61,1,4, yes ,71,No
10178.0,CUST110177,Sneha Yadav,70,399.0,27752.22,Cellular,47.0,1,1, yes ,43,No
10179.0,CUST110178,Rohit Yadav,66,999.0,66132.87,Fiber,30.62,6,1,NO,101,No
10180.0,CUST110179,Sneha Sharma,6,199.0,1057.77,DSL,20.71,3,1,No,92,Yes
10181.0,CUST110180,Neha Sharma,60,999.0,59759.37,Cellular,23.84,2,1,No,1,No
10182.0,CUST110181,Kiran Singh,29,189.79,5554.13,Fiber,18.25,4,0, yes ,3,No
10183.0,CUST110182,Neha Yadav,71,999.0,70991.08,Cellular,42.46,0,1,No,23,No
10184.0,CUST110183,Pooja Gupta,60,2470.3,148351.05,DSL,4.77,0,4,Yes,89,No
10185.0,CUST110184,Priya Joshi,47,983.58,46108.91,Fiber,22.77,6,1,Yes,115,No
10186.0,CUST110185,Anjali Gupta,23,999.0,23074.3,Fiber,5.4,2,4, yes ,18,Yes
10187.0,CUST110186,Vikas Naik,4,399.0,1675.35,Cellular,14.45,9,3,NO,95,No
10188.0,CUST110187,Anjali Sharma,21,2499.0,52446.01,Fiber,36.87,4,3,,116,No
10189.0,CUST110188,Pooja Naik,14,699.0,9968.78,Cellular,1.04,6,2,NO,100,Yes
10190.0,CUST110189,Priya Gupta,19,699.0,13359.15,Cellular,12.52,3,3,No,12,No
10191.0,CUST110190,Vikas Sharma,52,2499.0,129974.7,Fiber,35.33,0,1,Yes,30,Yes
10192.0,CUST110191,Sneha Kumar,30,2500.07,74994.03,DSL,28.28,5,2,Yes,93,Yes
10193.0,CUST110192,Priya Joshi,4,199.0,825.86,Cellular,2.88,1,4,No,18,No
10194.0,CUST110193,Rahul Verma,49,699.0,34432.99,Cellular,47.62,8,4, yes ,118,No
10195.0,CUST110194,Amit Singh,8,1048.03,8396.38,Cellular,0.61,0,3,NO,117,Yes
10196.0,CUST110195,Priya Kumar,12,199.0,2350.22,,41.18,1,0,NO,53,No
10197.0,CUST110196,Sneha Joshi,21,199.0,4114.42,Cellular,13.89,8,1,Yes,24,No
10198.0,CUST110197,Kiran Verma,25,699.0,17624.72,Cellular,47.46,0,4,NO,39,Yes
10199.0,CUST110198,Sneha Patil,28,699.0,19443.15,DSL,11.97,1,1,Yes,34,Yes
10200.0,CUST110199,Anjali Singh,20,199.0,3943.59,Cellular,27.41,0,2,No,32,No
10201.0,CUST110200,Neha Joshi,53,199.0,10461.12,Cellular,19.19,3,1, yes ,30,Yes
10202.0,CUST110201,Kiran Patil,71,699.0,49701.23,Cellular,14.94,9,3, yes ,92,No
10203.0,CUST110202,Pooja Naik,64,999.0,64027.25,Cellular,48.72,9,3, yes ,84,No
10204.0,CUST110203,Rahul Reddy,54,399.0,21576.81,Fiber,45.7,9,0,Yes,100,Yes
10205.0,CUST110204,Rahul Naik,69,435.53,29870.27,DSL,30.8,1,2,Yes,98,No
10206.0,CUST110205,Kiran Verma,33,2499.0,82609.09,Fiber,24.73,7,2,NO,99,Yes
10207.0,CUST110206,Rahul Patil,21,655.95,13603.47,Cellular,21.27,3,3,Yes,89,No
10208.0,CUST110207,Kiran Kumar,6,999.0,5910.35,Fiber,4.01,9,1,Yes,21,No
10209.0,CUST110208,Pooja Singh,57,368.61,21193.97,DSL,37.03,4,1,No,67,No
10210.0,CUST110209,Kiran Kumar,58,1032.91,59764.44,Fiber,26.1,8,2, yes ,108,No
10211.0,CUST110210,Kiran Reddy,53,2499.0,132358.74,Fiber,28.56,6,3, yes ,111,No
10212.0,CUST110211,Rohit Sharma,41,699.0,28823.48,Cellular,34.38,2,3, yes ,11,Yes
10213.0,CUST110212,Amit Singh,43,199.0,8623.09,Cellular,36.36,4,4,NO,81,Yes
10214.0,CUST110213,Vikas Sharma,63,169.59,10484.3,Fiber,33.14,8,0,No,69,No
10215.0,CUST110214,Sneha Naik,36,2499.0,90155.4,DSL,46.53,3,1,No,27,Yes
10216.0,CUST110215,Pooja Gupta,17,2499.0,42530.85,Cellular,28.15,4,0,NO,99,No
10217.0,CUST110216,Amit Gupta,49,699.0,34099.33,Cellular,13.63,4,2,NO,44,Yes
10218.0,CUST110217,Anjali Gupta,60,199.53,,DSL,18.59,9,0, yes ,89,Yes
10219.0,CUST110218,Pooja Sharma,54,399.0,21589.66,Fiber,35.08,9,2, yes ,84,No
10220.0,CUST110219,Anjali Kumar,60,199.0,11845.1,Cellular,40.75,2,1,Yes,91,No
10221.0,CUST110220,Pooja Patil,2,722.15,1311.08,DSL,44.97,5,3,Yes,97,No
10222.0,CUST110221,Sneha Sharma,26,699.0,18075.29,Fiber,44.25,0,3,No,20,No
10223.0,CUST110222,Vikas Verma,16,399.0,6452.21,Cellular,46.13,9,0,NO,19,No
10224.0,CUST110223,Pooja Joshi,38,399.0,15280.09,Cellular,2.51,9,3,No,23,No
10225.0,CUST110224,Priya Kumar,32,199.0,6358.54,Cellular,45.74,3,0,No,6,No
10226.0,CUST110225,Amit Yadav,6,999.0,6100.77,Cellular,13.31,4,0, yes ,58,No
10227.0,CUST110226,Vikas Kumar,3,2501.31,7389.03,DSL,30.85,2,4,No,53,No
10228.0,CUST110227,Sneha Verma,21,2499.0,52403.86,Fiber,17.54,8,2,NO,72,No
10229.0,CUST110228,Rohit Joshi,49,199.0,9625.3,Cellular,1.73,1,4, yes ,10,Yes
10230.0,CUST110229,Anjali Gupta,60,705.86,42213.94,DSL,13.49,0,1, yes ,42,No
10231.0,CUST110230,Priya Verma,60,446.64,26739.82,Fiber,33.31,8,1, yes ,113,No
10232.0,CUST110231,Rahul Verma,57,199.0,11395.89,DSL,27.27,9,4, yes ,84,No
10233.0,CUST110232,Kiran Gupta,34,399.0,13371.97,Cellular,9.43,1,2,NO,19,No
10234.0,CUST110233,Rahul Patil,47,,47047.43,Fiber,14.79,6,2,Yes,9,No
10235.0,CUST110234,Anjali Patil,64,199.0,12927.49,Cellular,21.96,0,1,NO,68,Yes
10236.0,CUST110235,Rahul Joshi,64,999.0,63778.13,Cellular,17.39,3,1, yes ,54,No
10237.0,CUST110236,Kiran Yadav,7,699.0,5022.65,Fiber,44.21,2,3,NO,55,No
10238.0,CUST110237,Priya Kumar,31,199.0,6003.43,Fiber,32.83,5,0, yes ,19,No
10239.0,CUST110238,Pooja Naik,0,999.0,-122.34,Cellular,14.47,8,2, yes ,117,No
10240.0,CUST110239,Rahul Singh,31,2499.0,77491.67,Fiber,19.17,0,0,Yes,2,No
10241.0,CUST110240,Rahul Naik,11,699.0,7835.45,Cellular,48.9,3,0, yes ,57,Yes
10242.0,CUST110241,Neha Gupta,50,382.24,18933.27,Fiber,27.24,9,4,Yes,111,Yes
10243.0,CUST110242,Neha Gupta,8,997.04,8050.95,Cellular,46.6,1,4, yes ,89,No
10244.0,CUST110243,Priya Verma,54,699.0,37613.75,Cellular,48.64,2,2,Yes,116,No
10245.0,CUST110244,Priya Singh,29,2499.0,72387.32,Cellular,14.29,3,0,No,103,No
10246.0,CUST110245,Rohit Reddy,28,399.0,11299.39,DSL,26.25,2,0,Yes,9,No
10247.0,CUST110246,Neha Joshi,59,2499.0,147337.94,Cellular,11.03,3,2, yes ,11,No
10248.0,CUST110247,Priya Yadav,32,2499.0,79797.88,Fiber,42.16,1,3,Yes,40,Yes
10249.0,CUST110248,Rahul Singh,  7 ,168.56,1034.39,Fiber,2.03,7,3,NO,106,No
10250.0,CUST110249,Priya Kumar,35,999.0,34915.12,Cellular,31.79,2,3,NO,70,No
10251.0,CUST110250,Priya Gupta,57,2499.0,142471.86,Fiber,25.17,6,2, yes ,61,Yes
10252.0,CUST110251,Neha Verma,66,1022.86,67319.46,Cellular,21.56,6,2,No,63,No
10253.0,CUST110252,Priya Verma,0,699.0,100.57,Cellular,7.22,4,0,No,88,
10254.0,CUST110253,Priya Kumar,27,399.0,10575.43,Cellular,33.8,7,2,No,114,No
10255.0,CUST110254,Neha Reddy,37,199.0,7487.96,Cellular,41.72,6,4,Yes,69,No
10256.0,CUST110255,Pooja Gupta,31,2499.0,77586.4,Cellular,4.65,9,4,Yes,68,Yes
10257.0,CUST110256,Anjali Kumar,2,404.07,903.17,Cellular,39.87,9,2,Yes,7,No
10258.0,CUST110257,Pooja Sharma,52,699.0,36197.25,Fiber,4.85,6,3,NO,90,No
10259.0,CUST110258,Anjali Verma,56,999.0,55851.89,Fiber,6.2,4,1,NO,90,No
10260.0,,Pooja Verma,16,649.51,10406.72,DSL,24.88,5,1,NO,27,Yes
10261.0,CUST110260,Kiran Patil,18,2499.0,44991.69,Cellular,22.6,8,0, yes ,49,No
10262.0,CUST110261,Kiran Gupta,31,955.79,29739.52,Cellular,47.07,,0, yes ,7,No
10263.0,CUST110262,Amit Naik,68,399.0,27218.32,DSL,33.3,5,0, yes ,47,No
10264.0,CUST110263,Anjali Naik,47,999.0,46960.57,Cellular,24.48,2,1,No,22,Yes
10265.0,CUST110264,Sneha Naik,42,162.83,7037.77,Cellular,6.27,6,0, yes ,15,No
10266.0,CUST110265,Anjali Naik,4,999.0,4172.23,Cellular,14.68,6,3,NO,77,No
10267.0,CUST110266,Pooja Kumar,5,699.0,3366.72,Cellular,41.66,2,2,No,3,Yes
10268.0,CUST110267,Pooja Gupta,51,699.0,35773.83,DSL,3.25,4,0,NO,30,Yes
10269.0,CUST110268,Neha Reddy,6,181.54,934.04,Cellular,32.02,7,4,No,104,No
10270.0,CUST110269,Vikas Naik,23,199.0,4727.63,DSL,48.74,7,1, yes ,98,No
10271.0,CUST110270,Rahul Patil,33,399.0,13239.71,Cellular,14.75,4,2,Yes,113,Yes
10272.0,CUST110271,Amit Gupta,59,999.0,58888.77,Cellular,29.88,6,0,Yes,98,No
,CUST110272,Anjali Reddy,17,399.0,,Cellular,13.12,7,4, yes ,38,No
10274.0,CUST110273,Anjali Kumar,58,199.0,11384.85,Fiber,14.05,9,4,NO,32,Yes
10275.0,CUST110274,Sneha Patil,59,699.0,41365.56,DSL,5.99,1,1,No,94,Yes
10276.0,CUST110275,Sneha Joshi,63,2489.17,156816.43,Cellular,33.97,6,4,No,71,Yes
10277.0,CUST110276,Amit Sharma,32,1023.89,32752.85,Cellular,0.19,0,0,Yes,27,No
10278.0,CUST110277,Rahul Gupta,59,199.0,11764.84,Fiber,32.04,4,1,NO,108,No
10279.0,CUST110278,Anjali Joshi,37,162.24,5982.78,Cellular,39.79,1,3,Yes,75,No
10280.0,CUST110279,Neha Joshi,9,199.0,1931.33,Cellular,6.37,0,1,Yes,60,Yes
10281.0,CUST110280,Vikas Yadav,16,988.57,15712.67,DSL,1.66,8,0,Yes,2,No
10282.0,CUST110281,Anjali Verma,40,199.0,8038.84,Cellular,28.3,9,3, yes ,108,No
10283.0,CUST110282,Amit Kumar,4,699.0,  2665.32 ,Fiber,36.26,4,0,NO,2,Yes
10284.0,CUST110283,Rohit Joshi,49,199.0,9637.56,Cellular,43.54,8,1,NO,117,No
10285.0,CUST110284,Priya Reddy,45,1021.25,45971.42,Cellular,12.83,0,0,NO,42,No
10286.0,CUST110285,Rahul Sharma,6,699.0,4241.59,DSL,1.99,2,2,No,106,No
10287.0,CUST110286,Sneha Patil,39,399.0,15688.16,Cellular,26.93,3,3,No,65,No
10288.0,,Anjali Gupta,47,999.0,46921.9,Fiber,26.39,2,0,NO,44,No
10289.0,CUST110288,Neha Kumar,35,425.48,14819.82,Cellular,43.19,0,4,No,57,Yes
10290.0,CUST110289,Anjali Sharma,11,999.0,11017.99,Cellular,23.79,9,0,Yes,47,No
10291.0,CUST110290,Sneha Verma,10,2478.21,24585.81,DSL,25.54,0,3,No,115,No
10292.0,CUST110291,Priya Sharma,8,699.0,5548.7,Cellular,21.63,4,4,NO,40,No
10293.0,CUST110292,Anjali Patil,62,694.22,43191.6,Cellular,20.3,2,2, yes ,85,No
10294.0,CUST110293,Rohit Joshi,9,2499.0,22404.72,Cellular,40.84,9,4,Yes,102,Yes
10295.0,CUST110294,Rahul Joshi,39,699.0,27235.88,Cellular,49.11,5,3,No,47,No
  10296.0 ,CUST110295,Rahul Verma,37,399.0,14787.65,Cellular,37.06,4,0,No,73,Yes
10297.0,CUST110296,Rohit Sharma,41,182.9,7579.84,Fiber,11.57,3,2,NO,20,No
10298.0,CUST110297,Kiran Patil,15,2499.0,37433.97,DSL,8.65,2,4,NO,37,No
10299.0,CUST110298,Anjali Patil,25,399.0,9965.03,Fiber,40.77,6,0,NO,102,No
10300.0,CUST110299,Rohit Gupta,44,224.51,9956.8,Cellular,11.75,0,3,Yes,51,No
10301.0,CUST110300,Rahul Verma,63,199.0,12360.47,Cellular,30.99,4,1,No,104,No
10302.0,CUST110301,Rahul Reddy,35,399.0,13951.83,Cellular,16.63,3,1,Yes,72,No
10303.0,CUST110302,Priya Gupta,45,199.0,8877.39,Cellular,16.67,5,3,Yes,76,No
10304.0,CUST110303,Pooja Sharma,21,1035.54,21927.87,DSL,18.24,7,4,No,74,No
10305.0,CUST110304,Rahul Yadav,0,999.0,-18.7,Cellular,18.76,2,2, yes ,113,No
10306.0,CUST110305,Amit Gupta,21,695.05,14410.44,Cellular,46.29,7,0,NO,69,No
10307.0,CUST110306,Sneha Kumar,62,2499.0,154981.88,Cellular,35.35,6,0,Yes,99,No
10308.0,CUST110307,Kiran Verma,35,399.0,13840.16,Fiber,19.47,0,0,NO,24,No
10309.0,CUST110308,Anjali Sharma,57,999.0,  56884.08 ,Cellular,46.27,6,1, yes ,66,No
10310.0,CUST110309,Amit Gupta,23,2489.29,57430.15,Cellular,0.79,7,4,Yes,79,Yes
10311.0,CUST110310,Priya Kumar,62,199.0,12374.72,Cellular,11.01,,4, yes ,51,No
10312.0,CUST110311,Priya Verma,3,399.0,1392.56,Cellular,14.08,6,1, yes ,40,No
10313.0,CUST110312,Rahul Patil,34,2499.0,85165.01,Fiber,12.34,5,0, yes ,76,No
10314.0,CUST110313,Kiran Yadav,6,699.0,4196.72,Cellular,24.3,4,3,NO,9,No
10315.0,CUST110314,Neha Verma,6,397.65,2236.96,Cellular,13.91,2,3, yes ,81,No
10316.0,CUST110315,Neha Sharma,43,999.0,42979.75,DSL,7.34,0,3, yes ,48,No
10317.0,CUST110316,Priya Singh,18,399.0,7035.92,Cellular,27.54,9,4,No,101,No
10318.0,CUST110317,Pooja Yadav,67,999.0,66733.78,Cellular,2.34,4,1, yes ,111,No
10319.0,CUST110318,Anjali Kumar,16,399.0,6375.68,Cellular,34.3,6,2,NO,82,No
10320.0,CUST110319,Rohit Patil,69,2499.0,172254.1,Cellular,24.3,6,1,NO,7,No
10321.0,CUST110320,Neha Singh,13,2540.04,33124.86,DSL,13.33,7,2,NO,99,Yes
10322.0,CUST110321,Vikas Verma,0,199.0,-73.4,DSL,20.66,0,2,Yes,8,No
10323.0,CUST110322,Vikas Yadav,38,2499.0,95159.41,Fiber,10.47,0,1,NO,95,No
10324.0,CUST110323,Vikas Naik,18,2499.0,44894.92,Cellular,2.58,1,3,No,22,No
10325.0,CUST110324,Priya Reddy,57,410.63,23430.63,Cellular,45.86,7,1,Yes,93,No
10326.0,CUST110325,Neha Kumar,58,199.0,11728.27,Cellular,44.36,2,0,No,4,No
10327.0,CUST110326,Rohit Gupta,51,353.59,17868.94,Cellular,24.73,3,3, yes ,88,Yes
10328.0,CUST110327,Anjali Joshi,2,399.0,815.04,Cellular,3.13,9,4,Yes,84,Yes
10329.0,CUST110328,Rahul Joshi,24,399.0,9575.17,Cellular,21.65,9,0, yes ,28,No
10330.0,CUST110329,Sneha Gupta,45,2499.0,112379.01,  Cellular ,43.72,4,2,No,97,No
10331.0,CUST110330,Anjali Naik,28,157.8,4418.21,DSL,42.95,9,2,NO,11,Yes
10332.0,CUST110331,Priya Gupta,3,399.0,1190.43,Cellular,3.39,1,2,NO,57,No
10333.0,CUST110332,Neha Gupta,22,2521.89,55613.85,DSL,31.78,8,4,No,56,Yes
10334.0,CUST110333,Amit Kumar,43,999.0,42903.57,Cellular,48.83,7,3,NO,117,
10335.0,CUST110334,Rohit Yadav,69,699.0,48331.44,Fiber,29.09,4,2,NO,108,No
10336.0,CUST110335,Rohit Singh,18,999.0,17804.72,DSL,26.06,9,0,NO,107,No
10337.0,CUST110336,Priya Kumar,6,699.0,4032.39,Fiber,25.21,7,4,Yes,17,No
10338.0,CUST110337,Vikas Yadav,18,1046.04,18922.97,DSL,44.86,9,4,Yes,54,No
10339.0,CUST110338,Amit Joshi,51,699.0,35696.56,Cellular,11.39,9,2,No,65,No
10340.0,CUST110339,Sneha Kumar,61,399.0,24221.21,Fiber,16.64,9,1,NO,63,No
10341.0,CUST110340,Sneha Joshi,3,699.0,2204.94,Fiber,8.26,4,0,Yes,105,No
10342.0,CUST110341,Neha Kumar,64,726.67,46522.41,Cellular,46.56,6,2,NO,117,No
10343.0,CUST110342,Rahul Kumar,55,2499.0,137572.5,Cellular,0.09,7,1,No,39,No
10344.0,CUST110343,Kiran Gupta,28,2499.0,69925.6,Cellular,31.73,0,2,Yes,105,Yes
10345.0,CUST110344,Rohit Joshi,45,,31550.68,Fiber,20.2,3,1,Yes,68,Yes
10346.0,CUST110345,Rohit Naik,43,699.0,30110.22,Cellular,21.59,3,3,No,75,Yes
10347.0,CUST110346,Sneha Joshi,16,247.86,4073.8,DSL,14.3,0,3,Yes,100,No
10348.0,CUST110347,Vikas Patil,28,699.0,19467.13,Cellular,21.7,5,1,NO,41,Yes
10349.0,CUST110348,Kiran Yadav,5,399.0,2108.28,Fiber,29.79,7,3,Yes,34,Yes
10350.0,CUST110349,Vikas Gupta,5,719.76,3608.89,Cellular,5.37,4,0, yes ,48,No
10351.0,CUST110350,Rahul Yadav,27,199.0,5401.9,Cellular,9.34,2,3, yes ,18,No
10352.0,CUST110351,Rahul Patil,14,731.36,10332.88,Cellular,13.99,2,2,No,6,No
10353.0,CUST110352,Rohit Yadav,67,698.54,46623.52,DSL,19.71,9,2, yes ,51,No
10354.0,CUST110353,Priya Gupta,55,399.0,21992.4,Fiber,36.88,4,0,Yes,85,No
10355.0,CUST110354,Vikas Reddy,71,999.0,70904.1,Cellular,9.81,3,2,NO,24,  Yes 
10356.0,CUST110355,Sneha Patil,13,1018.18,13241.91,DSL,20.37,7,1,No,81,No
10357.0,CUST110356,Vikas Naik,5,999.0,4953.61,Cellular,42.14,4,2,Yes,117,No
10358.0,CUST110357,Sneha Singh,60,999.0,60011.24,Cellular,29.72,2,0, yes ,36,No
10359.0,CUST110358,Anjali Reddy,15,217.39,3236.33,Cellular,5.18,9,1,NO,41,  No 
10360.0,CUST110359,Rahul Reddy,23,399.0,9071.81,Cellular,15.37,9,4,NO,57,No
10361.0,CUST110360,Anjali Joshi,55,217.71,12125.12,Fiber,7.77,8,4,Yes,33,No
10362.0,CUST110361,Neha Kumar,26,963.58,25004.38,DSL,49.72,8,0, yes ,22,Yes
10363.0,CUST110362,Priya Naik,15,1034.15,15646.92,Fiber,40.28,5,3,Yes,77,Yes
10364.0,CUST110363,Vikas Yadav,36,,25233.58,Cellular,35.85,7,2,NO,42,No
10365.0,CUST110364,Priya Verma,16,199.0,3096.76,Fiber,6.0,2,3,NO,58,No
10366.0,CUST110365,Rahul Joshi,22,965.46,21385.23,Cellular,40.98,1,2,Yes,35,No
10367.0,CUST110366,Rahul Naik,32,690.54,21907.15,DSL,20.93,2,2, yes ,49,No
10368.0,CUST110367,Sneha Verma,52,2523.84,131151.39,Fiber,47.33,4,0,No,28,Yes
10369.0,CUST110368,Amit Singh,14,970.6,13671.48,Cellular,47.99,3,0,Yes,28,No
10370.0,CUST110369,Anjali Joshi,16,399.0,6532.4,DSL,48.14,1,3, yes ,48,Yes
10371.0,CUST110370,Kiran Sharma,18,399.0,7299.97,Cellular,46.92,9,0, yes ,0,No
10372.0,CUST110371,Sneha Gupta,26,199.0,5262.5,Cellular,10.03,3,0,Yes,61,No
10373.0,CUST110372,Vikas Verma,3,699.0,1906.84,Cellular,1.49,5,2,No,64,No
10374.0,CUST110373,Kiran Yadav,33,197.29,6440.89,Cellular,47.66,7,1,Yes,4,Yes
10375.0,CUST110374,Amit Kumar,66,999.0,66038.2,Cellular,37.99,4,4,Yes,116,No
10376.0,CUST110375,Pooja Singh,34,999.0,33886.33,Fiber,30.39,9,3,Yes,0,No
10377.0,CUST110376,Pooja Verma,66,2499.0,164783.63,Cellular,0.31,2,1, yes ,68,No
10378.0,CUST110377,Kiran Kumar,55,699.0,38573.71,Cellular,33.99,6,1,Yes,4,No
10379.0,CUST110378,Amit Naik,60,746.33,44887.5,Fiber,10.58,8,3,Yes,52,No
10380.0,CUST110379,Priya Joshi,58,199.75,11601.56,Cellular,11.85,1,0,Yes,73,No
