Subscriber_ID,Name,Age,Gender,Subscription_Type,Subscription_Tenure_Months,Monthly_Subscription_Fee,Usage_Hours_Per_Week,Days_Since_Last_Login,Payment_Failure_Count,Customer_Support_Tickets,Customer_Satisfaction_Score,Device_Type,City,Churn_Status
SUB116715,Shamik Dhaliwal,36.0,Male,Premium,16,678.0,43.9,38,5,8,2.0,Mobile,Bangalore,0
SUB116716,Rohan Sura,63.0,Female,Basic,2,1258.0,6.1,47,3,2,5.0,Mobile,Chennai,0
SUB116717,Zeeshan Salvi,30.0,Male,Basic,14,1396.0,35.3,169,2,7,4.0,Tablet,Chennai,1
SUB116718,Tarini Ramesh,,Female,Basic,49,1434.0,,109,4,11,3.0,Smart TV,Bangalore,1
SUB116719,Shamik Sami,68.0,Male,Standard,30,105.0,22.2,131,7,2,7.0,Tablet,Chennai,0
SUB116720,Kabir Chatterjee,60.0,Male,Standard,57,2283.0,26.6,141,7,8,,Laptop,Kolkata,1
SUB116721,Priyansh Soman,67.0,Male,Standard,69,519.0,10.3,83,3,0,8.0,Smart TV,Jaipur,1
SUB116722,Renee Vaidya,56.0,Female,Premium,2,1145.0,11.2,150,4,9,6.0,Tablet,Nagpur,1
SUB116723,Jhanvi Madan,53.0,Female,Basic,24,1996.0,37.6,63,2,6,8.0,Smart TV,Delhi,0
SUB116724,Shaan Kala,,Female,Family,48,2148.0,23.1,104,2,11,3.0,Tablet,Ahmedabad,1
SUB116725,Kavya Dutta,34.0,Female,Premium,36,1949.0,44.3,146,2,14,9.0,Mobile,Chennai,1
SUB116726,Lakshay Bhavsar,49.0,Male,Family,50,435.0,,31,4,5,8.0,Smart TV,Ahmedabad,1
SUB116727,Kismat Dora,54.0,Male,Standard,27,915.0,27.4,12,5,12,5.0,Smart TV,Kolkata,0
SUB116728,Mishti Batra,31.0,Male,Basic,67,2040.0,23.2,131,0,8,10.0,Smart TV,Mumbai,0
SUB116729,Adira Khare,23.0,Male,Premium,27,,29.5,177,4,5,6.0,Tablet,Jaipur,0
SUB116730,Aradhya Bajwa,63.0,Female,Family,36,1060.0,5.7,157,6,13,7.0,Laptop,Chennai,0
SUB116731,Faiyaz Mannan,23.0,Male,Standard,30,168.0,14.4,30,7,6,10.0,Tablet,Jaipur,0
SUB116732,Diya Soni,20.0,Male,Standard,69,583.0,,69,5,7,7.0,Smart TV,Mumbai,0
SUB116733,Kaira Basak,44.0,Female,Family,4,1386.0,31.9,149,6,2,8.0,Tablet,Chennai,1
SUB116734,Pranay Gulati,20.0,Male,Basic,26,1967.0,4.2,10,2,6,9.0,Smart TV,Bangalore,0
SUB116735,Myra Dey,48.0,Male,Basic,66,457.0,13.9,76,1,4,9.0,Smart TV,Mumbai,0
SUB116736,Trisha Yadav,23.0,Female,Premium,22,1213.0,31.1,60,4,10,6.0,Tablet,Bangalore,1
SUB116737,Lavanya Trivedi,42.0,Male,Basic,52,1194.0,30.1,61,1,8,2.0,Laptop,Mumbai,1
SUB116738,Nirvi Singhal,20.0,Female,Premium,52,603.0,25.9,138,0,10,6.0,Tablet,Nagpur,0
SUB116739,Saksham Chawla,34.0,Male,Basic,21,1254.0,7.1,113,5,9,9.0,Laptop,Delhi,0
SUB116740,Biju Kannan,54.0,Female,Basic,66,1874.0,11.3,106,2,5,5.0,Mobile,Pune,0
SUB116741,Tushar Kara,61.0,Female,Basic,24,246.0,37.0,89,5,12,1.0,Smart TV,Pune,1
SUB116742,Hrishita Saraf,22.0,Female,Basic,29,2318.0,4.0,87,3,5,1.0,Mobile,Jaipur,1
SUB116743,Arnav Khanna,54.0,Male,Premium,44,565.0,18.6,53,3,9,1.0,Mobile,Kolkata,0
SUB116744,Raunak Devi,22.0,Female,Basic,65,673.0,32.7,42,5,7,3.0,Mobile,Hyderabad,1
SUB116745,Hiran Sama,32.0,Female,Basic,22,2470.0,31.7,176,0,12,2.0,Smart TV,Mumbai,1
SUB116746,Romil Kala,,Female,Family,56,1154.0,30.8,67,0,12,5.0,Mobile,Chennai,0
SUB116747,Renee Jayaraman,30.0,Male,Premium,48,,44.2,170,7,9,1.0,Smart TV,Nagpur,1
SUB116748,Abram Tiwari,23.0,Male,Premium,58,1557.0,24.1,116,2,4,6.0,Smart TV,Nagpur,1
SUB116749,Raunak Kale,,Male,Basic,31,2381.0,2.2,154,7,4,4.0,Tablet,Ahmedabad,1
SUB116750,Charvi Ramachandran,26.0,Female,Standard,57,153.0,0.5,27,7,11,2.0,Tablet,Ahmedabad,0
SUB116751,Divit Dara,23.0,Female,Basic,40,1626.0,26.7,160,0,0,8.0,Smart TV,Ahmedabad,1
SUB116752,Nirvaan Halder,39.0,Male,Standard,59,2041.0,11.3,62,1,8,6.0,Mobile,Pune,0
SUB116753,Uthkarsh Jain,26.0,Female,Family,20,1470.0,2.3,22,4,12,2.0,Mobile,Jaipur,0
SUB116754,Nishith Sundaram,67.0,Female,Premium,9,320.0,10.2,146,2,7,7.0,Tablet,Delhi,0
SUB116755,Nirvi Shanker,63.0,Female,Basic,10,2194.0,41.5,66,5,2,2.0,Tablet,Kolkata,1
SUB116756,Ritvik Doctor,69.0,Female,Standard,66,1650.0,22.3,100,4,6,7.0,Laptop,Mumbai,1
SUB116757,Taran Sarna,34.0,Male,Premium,59,1675.0,36.4,51,1,5,,Smart TV,Kolkata,1
SUB116758,Prisha Dayal,60.0,Male,Family,59,2491.0,4.9,127,5,9,5.0,Tablet,Mumbai,0
SUB116759,Himmat Sanghvi,54.0,Male,Standard,70,949.0,12.7,146,4,12,3.0,Laptop,Ahmedabad,1
SUB116760,Pihu Borde,20.0,Male,Family,21,2484.0,,23,6,14,1.0,Laptop,Nagpur,0
SUB116761,Advika Khatri,67.0,Female,Basic,42,1462.0,10.8,17,2,1,9.0,Tablet,Hyderabad,0
SUB116762,Sahil Sridhar,18.0,Male,Premium,64,1795.0,35.5,79,7,5,3.0,Tablet,Pune,0
SUB116763,Shayak Varty,18.0,Male,Premium,55,367.0,39.3,129,7,6,6.0,Smart TV,Kolkata,0
SUB116764,Vihaan Mangal,40.0,Male,Family,29,665.0,10.5,9,6,11,4.0,Smart TV,Nagpur,1
SUB116765,Veer Wali,,Male,Basic,21,1205.0,,70,3,12,9.0,Smart TV,Delhi,1
SUB116766,Tara Chaudhuri,57.0,Female,Basic,63,925.0,38.7,107,0,0,7.0,Smart TV,Kolkata,0
SUB116767,Amira Dada,31.0,Female,Standard,48,1862.0,8.5,50,7,9,2.0,Laptop,Pune,0
SUB116768,Oorja Thaman,20.0,Female,Premium,55,652.0,11.0,8,4,8,6.0,Smart TV,Chennai,0
SUB116769,Jayant Kohli,45.0,male ,Premium,63,1994.0,40.0,145,7,9,1.0,Laptop,Mumbai,1
SUB116770,Anvi Zacharia,52.0,Male,Premium,17,2016.0,27.1,54,7,3,,Laptop,Pune,0
SUB116771,Devansh Warrior,61.0,Male,Family,65,440.0,21.7,135,2,1,7.0,Mobile,Mumbai,0
SUB116772,Siya Sanghvi,49.0,Male,Basic,60,1823.0,15.7,97,7,6,6.0,Smart TV,Pune,1
SUB116773,Zoya Mangal,21.0,Female,Basic,11,2147.0,6.0,87,1,3,3.0,Smart TV,Pune,1
SUB116774,Armaan Kashyap,44.0,Male,Premium,8,978.0,10.4,36,5,8,9.0,Smart TV,Ahmedabad,0
SUB116775,Kabir Srivastava,27.0,Female,Family,14,2051.0,25.7,37,5,5,8.0,Mobile,Delhi,0
SUB116776,Veer Bhatia,42.0,Female,Family,20,360.0,2.9,156,6,3,6.0,Mobile,Nagpur,1
SUB116777,Jayesh Lala,54.0,Female,Basic,9,,33.1,157,1,8,1.0,Tablet,Hyderabad,1
SUB116778,Zaina Arya,33.0,Female,Standard,71,781.0,15.7,64,7,1,1.0,Laptop,Bangalore,0
SUB116779,Faiyaz Kulkarni,26.0,Female,Standard,11,2290.0,2.2,149,0,2,5.0,Smart TV,Kolkata,0
SUB116780,Nehmat Kalita,35.0,Female,Premium,41,2114.0,1.0,137,5,1,9.0,Tablet,Delhi,1
SUB116781,Misha Deep,69.0,Male,Family,17,1700.0,33.8,2,7,3,1.0,Tablet,Ahmedabad,1
SUB116782,Kiara Kala,45.0,Male,Standard,1,1413.0,19.1,147,4,1,9.0,Laptop,Pune,1
SUB116783,Aaina Keer,51.0,Male,Standard,20,,3.3,39,5,10,5.0,Mobile,Kolkata,0
SUB116784,Piya Bhargava,35.0,Male,Premium,47,2109.0,32.4,116,3,3,6.0,Mobile,Hyderabad,0
SUB116785,Suhana Samra,64.0,Female,Standard,18,820.0,3.6,35,1,14,1.0,Laptop,Nagpur,0
SUB116786,Aarush Dhar,69.0,Male,Standard,27,2358.0,14.2,159,2,13,,Laptop,Nagpur,1
SUB116787,Aradhya Saran,44.0,Male,Standard,23,2083.0,36.0,154,6,14,7.0,Tablet,Bangalore,1
SUB116788,Saira Ravel,21.0,Male,Premium,10,121.0,5.0,89,6,7,7.0,Laptop,Mumbai,0
SUB116789,Kiaan Chowdhury,65.0,Female,Family,20,2018.0,44.4,165,4,12,5.0,Smart TV,Bangalore,0
SUB116790,Indrajit Taneja,26.0,Female,Standard,35,628.0,26.4,153,1,6,1.0,Tablet,Pune,1
SUB116791,Keya Rastogi,57.0,Male,Standard,16,1731.0,32.5,41,1,1,5.0,Mobile,Chennai,0
SUB116792,Bhamini Hans,69.0,Male,Family,66,1041.0,28.2,168,6,7,6.0,Mobile,Kolkata,1
SUB116793,Parinaaz Lalla,66.0,Male,Family,39,,37.8,37,3,7,3.0,Smart TV,Ahmedabad,1
SUB116794,Riya Sant,25.0,Female,Standard,6,33776.0,22.9,36,7,3,9.0,Mobile,Ahmedabad,1
SUB116795,Dharmajan Kalla,22.0,Female,Family,21,473.0,44.6,136,2,3,,Tablet,Mumbai,0
SUB116796,Rohan Lad,18.0,Female,Family,8,2203.0,7.6,19,3,8,1.0,Laptop,Hyderabad,1
SUB116797,Mamooty Kulkarni,50.0,Female,Premium,42,1971.0,29.5,156,7,14,6.0,Tablet,Ahmedabad,1
SUB116798,Bhavin Hora,39.0,Female,Standard,35,696.0,2.6,41,4,3,1.0,Mobile,Mumbai,1
SUB116799,Keya Lal,25.0,Male,Premium,17,714.0,0.8,178,2,5,8.0,Smart TV,Kolkata,1
SUB116800,Amira Sagar,30.0,Other,Premium,22,921.0,42.1,85,7,11,6.0,Mobile,Chennai,1
SUB116801,Tara Savant,40.0,Male,Premium,68,121.0,28.9,36,4,1,1.0,Laptop,Nagpur,1
SUB116802,Azad Trivedi,32.0,Female,Premium,23,1752.0,11.8,96,1,10,10.0,Tablet,Pune,0
SUB116803,Bhavin Dyal,54.0,Male,Standard,69,2143.0,15.6,75,6,9,2.0,Smart TV,Ahmedabad,0
SUB116804,Heer Dhillon,44.0,Female,Standard,67,1856.0,0.2,124,0,10,3.0,Laptop,Pune,1
SUB116805,Keya Tata,34.0,Male,Standard,47,1256.0,7.3,45,3,9,4.0,Mobile,Mumbai,0
SUB116806,Trisha Gade,25.0,Female,Basic,12,698.0,26.5,101,7,9,1.0,Mobile,Pune,1
SUB116807,Nishith Dayal,52.0,male ,Premium,8,576.0,24.9,97,4,14,7.0,Smart TV,Chennai,0
SUB116808,Nirvaan Dhillon,28.0,Male,Premium,40,1467.0,24.0,13,0,9,5.0,Smart TV,Bangalore,0
SUB116809,Baiju Shanker,,Male,Basic,9,675.0,41.3,120,3,4,9.0,Laptop,Kolkata,1
SUB116810,Drishya Dugar,36.0,Male,Premium,17,960.0,33.7,135,0,2,8.0,Laptop,Pune,0
SUB116811,Oorja Kapoor,53.0,Male,Family,42,,34.8,4,5,7,8.0,Laptop,Nagpur,0
SUB116812,Dhanush Sundaram,33.0,Male,Basic,53,1186.0,33.3,168,5,8,8.0,Smart TV,Kolkata,1
SUB116813,Ivan Dhaliwal,47.0,Female,Family,49,2050.0,,122,5,2,6.0,Smart TV,Nagpur,0
SUB116814,Prerak Comar,28.0,Male,Family,47,293.0,17.4,48,4,10,5.0,Tablet,Bangalore,0
SUB116815,Azad Wali,36.0,Female,Standard,26,888.0,33.1,59,4,3,8.0,Tablet,Delhi,1
SUB116816,Neysa Jani,35.0,Female,Basic,19,850.0,13.1,136,4,9,,Mobile,Pune,1
SUB116817,Kimaya Bakshi,,??,Family,52,1834.0,12.5,172,4,10,3.0,Tablet,Nagpur,1
SUB116818,Eshani Sagar,40.0,Male,Standard,69,1334.0,20.1,103,5,1,6.0,Smart TV,Kolkata,1
SUB116819,Shaan Suresh,45.0,Female,Standard,18,245.0,1.3,62,0,2,,Smart TV,Hyderabad,1
SUB116820,Kabir Rao,37.0,Male,Basic,63,1198.0,23.5,176,1,8,2.0,Tablet,Bangalore,1
SUB116821,Tiya Gill,40.0,Male,Basic,20,1562.0,3.8,90,3,8,2.0,Tablet,Pune,0
SUB116822,Siya Shanker,57.0,Male,Basic,7,62615.0,34.3,79,1,11,6.0,Laptop,Kolkata,0
SUB116823,Badal Tank,29.0,Male,Family,60,,28.0,130,1,10,4.0,Laptop,Kolkata,0
SUB116824,Saanvi Edwin,36.0,Male,Basic,32,1038.0,0.9,176,7,7,1.0,Mobile,Ahmedabad,1
SUB116825,Suhana Dey,22.0,Male,Standard,50,688.0,20.3,119,5,3,1.0,Laptop,Pune,1
SUB116826,Divij Majumdar,50.0,Female,Premium,7,900.0,31.9,157,0,8,6.0,Smart TV,Hyderabad,0
SUB116827,@@@,19.0,Male,Standard,60,499.0,43.5,151,5,1,5.0,Laptop,Jaipur,0
SUB116828,Jayant Sridhar,27.0,Female,Family,10,205.0,42.5,54,3,3,6.0,Smart TV,Kolkata,0
SUB116829,Manjari Koshy,53.0,Male,Family,50,76188.0,12.7,171,1,10,7.0,Smart TV,Kolkata,1
SUB116830,Zeeshan Srinivasan,55.0,Female,Family,39,2315.0,10.9,28,6,5,3.0,Tablet,Ahmedabad,1
SUB116831,Alia Chander,62.0,Male,Premium,40,1720.0,23.5,96,0,3,3.0,Mobile,Mumbai,0
SUB116832,Seher Mannan,68.0,Other,Basic,40,1106.0,23.2,24,7,4,1.0,Tablet,Pune,1
SUB116833,Adira Bhasin,66.0,Male,Premium,45,124.0,35.5,25,0,9,3.0,Smart TV,Kolkata,1
SUB116834,Khushi Desai,18.0,Male,Basic,21,2240.0,23.1,5,5,8,3.0,Mobile,Ahmedabad,0
SUB116835,Saksham Trivedi,35.0,Male,Premium,59,2300.0,20.7,135,5,6,6.0,Laptop,Ahmedabad,0
SUB116836,Aaina Tailor,31.0,Female,Standard,12,1113.0,20.0,166,6,4,,Smart TV,Nagpur,1
SUB116837,Yuvraj  Hora,41.0,Male,Basic,47,1398.0,22.9,47,7,1,8.0,Mobile,Delhi,1
SUB116838,Ishaan Thaker,42.0,Female,Standard,14,,19.4,66,2,6,5.0,Tablet,Hyderabad,0
SUB116839,Bhamini Dar,63.0,Female,Standard,30,1103.0,24.7,104,0,4,7.0,Mobile,Hyderabad,0
SUB116840,Alisha Kakar,36.0,Female,Basic,70,1342.0,11.4,146,5,10,6.0,Laptop,Mumbai,0
SUB116841,Adah Varghese,35.0,Male,Premium,56,2198.0,29.1,33,5,6,1.0,Laptop,Bangalore,0
SUB116842,Anahita Rattan,65.0,Female,Basic,54,2023.0,23.7,161,2,10,8.0,Mobile,Mumbai,0
SUB116843,Pranay Lata,55.0,Female,Basic,45,184.0,8.4,34,6,9,2.0,Mobile,Ahmedabad,1
SUB116844,Shaan Saxena,68.0,Female,Standard,66,2406.0,18.5,166,7,12,1.0,Smart TV,Chennai,0
SUB116845,Dishani Shukla,41.0,Female,Standard,29,2185.0,16.2,23,2,6,4.0,Smart TV,Ahmedabad,1
SUB116846,Raghav Sheth,45.0,??,Premium,26,,8.2,97,3,12,1.0,Smart TV,Hyderabad,1
SUB116847,Nehmat Acharya,40.0,Male,Basic,29,201.0,15.6,34,1,13,8.0,Mobile,Bangalore,0
SUB116848,Yasmin Yadav,19.0,Female,Basic,40,656.0,5.5,79,3,4,3.0,Tablet,Hyderabad,0
SUB116849,Jayesh Mall,44.0,Female,Family,25,1806.0,43.5,110,5,2,7.0,Laptop,Hyderabad,1
SUB116850,Mohanlal Sanghvi,69.0,Male,Premium,13,2440.0,28.3,151,4,13,1.0,Mobile,Mumbai,1
SUB116851,Riya Bandi,0.0,Male,Premium,42,854.0,21.3,46,5,10,1.0,Mobile,Delhi,1
SUB116852,Akarsh Suri,69.0,Male,Basic,34,571.0,8.8,58,1,13,3.0,Smart TV,Bangalore,0
SUB116853,Raunak Hari,27.0,Female,Standard,19,2151.0,26.0,36,4,5,3.0,Tablet,Hyderabad,0
SUB116854,Yakshit Dave,61.0,Female,Basic,24,1405.0,,179,5,9,5.0,Mobile,Ahmedabad,0
SUB116855,Rohan Randhawa,19.0,Male,Family,49,542.0,39.5,84,6,5,4.0,Smart TV,Nagpur,0
SUB116856,Vaibhav Rau,50.0,Male,Premium,13,2059.0,19.8,160,4,12,2.0,Mobile,Chennai,1
SUB116857,Aarna Sarraf,67.0,Male,Family,44,1725.0,20.4,43,4,11,2.0,Mobile,Delhi,0
SUB116858,Dhanush Sanghvi,51.0,Other,Premium,26,1559.0,33.2,177,6,9,9.0,Tablet,Bangalore,1
SUB116859,Aarna Lata,,Male,Family,8,1640.0,11.5,4,4,10,9.0,Tablet,Hyderabad,1
SUB116860,Lagan Magar,69.0,Male,Premium,35,1108.0,28.9,85,0,1,9.0,Mobile,Pune,0
SUB116861,Piya Chatterjee,67.0,Female,Basic,38,1796.0,3.4,51,5,10,10.0,Laptop,Mumbai,1
SUB116862,Drishya Madan,30.0,Female,Premium,28,1105.0,35.1,125,3,5,4.0,Smart TV,Ahmedabad,0
SUB116863,Mehul Bhat,19.0,Female,Basic,63,1512.0,,144,2,13,6.0,Laptop,Pune,0
SUB116864,Eva Chacko,56.0,Female,Premium,22,1559.0,26.0,139,3,6,3.0,Tablet,Bangalore,1
SUB116865,Ivan Lad,56.0,Female,Basic,4,165.0,27.2,23,0,10,8.0,Tablet,Mumbai,0
SUB116866,Jayesh Dalal,46.0,Male,Basic,39,,42.3,2,5,13,7.0,Mobile,Ahmedabad,0
SUB116867,Trisha Dara,37.0,Male,Family,20,,,86,0,4,,Mobile,Mumbai,0
SUB116868,Nayantara Brahmbhatt,40.0,FEMALE,Basic,66,593.0,10.0,70,1,3,3.0,Tablet,Chennai,0
SUB116869,Kimaya Sahota,40.0,Male,Family,48,459.0,9.1,126,2,10,2.0,Laptop,Kolkata,0
SUB116870,Aarav Deo,45.0,Female,Standard,36,1880.0,2.5,124,1,0,9.0,Mobile,Chennai,0
SUB116871,Jiya Chhabra,48.0,Male,Basic,70,2171.0,0.6,155,4,7,8.0,Mobile,Mumbai,1
SUB116872,Gatik Doshi,,Female,Basic,53,1669.0,3.6,58,5,12,4.0,Tablet,Delhi,1
SUB116873,Ira Lall,50.0,Female,Premium,16,689.0,1.8,18,2,9,2.0,Tablet,Nagpur,0
SUB116874,Riaan Kara,33.0,Other,Standard,62,1617.0,4.8,85,7,0,2.0,Laptop,Kolkata,0
SUB116875,Azad Kunda,50.0,Male,Basic,42,,7.5,20,0,6,6.0,Tablet,Pune,0
SUB116876,Ayesha Krish,43.0,Male,Family,13,511.0,44.9,44,4,7,3.0,Smart TV,Nagpur,0
SUB116877,Pranay Virk,55.0,Female,Premium,70,34827.0,28.5,107,2,3,10.0,Mobile,Jaipur,1
SUB116878,Ranbir Loyal,58.0,Male,Premium,27,2179.0,16.8,78,4,7,,Mobile,Nagpur,1
SUB116879,Hrishita Bal,,Female,Premium,44,1869.0,23.5,131,4,12,4.0,Laptop,Chennai,1
SUB116880,Hridaan Apte,46.0,Female,Family,2,1077.0,17.2,173,0,11,5.0,Mobile,Kolkata,1
SUB116881,Tarini Gaba,59.0,Male,Standard,62,,41.4,28,2,0,8.0,Mobile,Chennai,0
SUB116882,Charvi Brahmbhatt,36.0,Male,Standard,19,981.0,5.2,54,0,3,4.0,Tablet,Nagpur,0
SUB116883,Samiha Shetty,58.0,Female,Standard,8,175.0,3.2,67,7,0,10.0,Smart TV,Bangalore,1
SUB116884,Ojas Dey,42.0,Female,Premium,19,1473.0,11.9,13,3,2,9.0,Tablet,Ahmedabad,0
SUB116885,Ishita Kar,64.0,Female,Family,61,520.0,9.7,99,6,5,3.0,Tablet,Hyderabad,1
SUB116886,Sahil Chaudhry,54.0,Female,Premium,62,435.0,12.6,95,4,2,5.0,Smart TV,Ahmedabad,1
SUB116887,Ranbir Chand,26.0,Male,Standard,16,2336.0,29.6,63,5,2,2.0,Mobile,Kolkata,1
SUB116888,Rania Rama,21.0,Male,Basic,41,1952.0,33.3,95,0,11,4.0,Tablet,Kolkata,1
SUB116889,Nayantara Kunda,,Male,Standard,12,1972.0,,164,4,13,5.0,Tablet,Nagpur,1
SUB116890,Mishti Taneja,52.0,Male,Premium,62,542.0,21.7,79,7,14,3.0,Mobile,Hyderabad,0
SUB116891,Bhavin Ahuja,,Female,Standard,37,383.0,25.4,15,2,6,3.0,Tablet,Delhi,0
SUB116892,Saanvi Reddy,26.0,Male,Standard,36,1323.0,41.5,93,2,3,,Mobile,Jaipur,1
SUB116893,Samarth Gill,48.0,Male,Basic,63,232.0,7.2,50,5,9,7.0,Laptop,Ahmedabad,0
SUB116894,Neelofar Kuruvilla,45.0,Other,Family,67,999.0,4.0,176,6,10,9.0,Mobile,Pune,1
SUB116895,Tejas Batra,26.0,Male,Basic,71,1514.0,27.1,86,2,10,7.0,Mobile,Hyderabad,0
SUB116896,Hrishita Kapur,49.0,Male,Basic,2,2159.0,7.1,49,3,6,4.0,Smart TV,Ahmedabad,1
SUB116897,Veer Swaminathan,38.0,Male,Premium,49,71015.0,12.4,3,4,6,1.0,Mobile,Hyderabad,0
SUB116898,Ayesha Mallick,52.0,Male,Basic,64,594.0,3.1,22,0,13,8.0,Laptop,Delhi,0
SUB116899,Renee Sankar,,Other,Basic,57,2046.0,7.8,37,4,12,6.0,Mobile,Pune,0
SUB116900,Pranay Issac,26.0,Female,Family,41,1834.0,21.0,80,7,1,8.0,Smart TV,Hyderabad,0
SUB116901,Shray Varma,20.0,Female,Family,13,2145.0,10.2,43,7,9,7.0,Mobile,Ahmedabad,1
SUB116902,Sumer Shah,54.0,Female,Family,40,2428.0,9.8,95,7,14,7.0,Laptop,Nagpur,0
SUB116903,Rania Tak,200.0,Female,Standard,42,2391.0,37.6,13,3,8,5.0,Tablet,Mumbai,0
SUB116904,Kanav Char,23.0,Male,Basic,48,2225.0,42.0,49,0,11,6.0,Tablet,Kolkata,0
SUB116905,Stuvan Bala,44.0,Female,Standard,41,1962.0,37.8,91,0,6,9.0,Mobile,Ahmedabad,0
SUB116906,Ishaan Yohannan,61.0,Female,Premium,32,437.0,7.7,115,0,10,4.0,Laptop,Chennai,1
SUB116907,Drishya Ranganathan,57.0,Male,Premium,60,2123.0,35.6,179,4,5,2.0,Mobile,Pune,0
SUB116908,Adira Arya,21.0,Male,Family,65,1264.0,32.8,87,3,14,5.0,Mobile,Chennai,1
SUB116909,Umang Soni,63.0,Male,Basic,18,801.0,34.7,57,6,3,9.0,Mobile,Mumbai,0
SUB116910,Tiya Dixit,54.0,Male,Basic,64,825.0,29.4,119,3,11,10.0,Tablet,Nagpur,0
SUB116911,Vanya Gopal,35.0,Male,Premium,27,2498.0,20.1,171,0,13,2.0,Mobile,Ahmedabad,1
SUB116912,Vivaan Dubey,,Male,Standard,39,2203.0,35.9,167,1,14,9.0,Tablet,Ahmedabad,0
SUB116913,Priyansh Sridhar,24.0,Male,Basic,51,1140.0,23.8,151,0,10,5.0,Laptop,Delhi,1
SUB116914,Sahil Acharya,60.0,Male,Standard,32,,6.2,139,2,9,9.0,Mobile,Bangalore,0
SUB116915,Hridaan Mannan,61.0,Female,Family,34,710.0,28.3,75,4,4,1.0,Mobile,Kolkata,1
SUB116916,Umang Lall,55.0,Male,Premium,69,131.0,27.1,94,3,2,1.0,Laptop,Bangalore,1
SUB116917,Advik Thakkar,18.0,Male,Basic,55,2174.0,36.4,19,4,13,10.0,Smart TV,Kolkata,0
SUB116918,Ishaan Hari,34.0,Male,Premium,8,1307.0,29.9,157,6,8,3.0,Mobile,Chennai,1
SUB116919,Samaira Garg,20.0,Male,Family,4,2271.0,0.4,60,4,4,5.0,Smart TV,Nagpur,1
SUB116920,Yuvraj  Dayal,65.0,Male,Premium,18,188.0,29.1,161,4,11,9.0,Tablet,Hyderabad,1
SUB116921,Anahita Srinivas,69.0,Female,Family,12,512.0,26.6,53,3,0,5.0,Mobile,Nagpur,1
SUB116922,Vaibhav Mahal,37.0,Male,Standard,28,905.0,40.0,60,4,10,,Tablet,Mumbai,0
SUB116923,Mannat Keer,32.0,Female,Standard,23,1887.0,30.1,59,5,7,5.0,Smart TV,Chennai,0
SUB116924,Hunar Guha,41.0,Female,Standard,43,1841.0,12.5,87,4,7,5.0,Smart TV,Mumbai,1
SUB116925,Shalv Kohli,69.0,Male,Family,54,2199.0,32.9,90,7,10,9.0,Smart TV,Chennai,1
SUB116926,Purab Chadha,37.0,Male,Standard,61,2357.0,17.4,169,5,9,8.0,Tablet,Ahmedabad,1
SUB116927,Parinaaz Tandon,27.0,Female,Basic,29,1094.0,43.1,101,0,1,1.0,Laptop,Nagpur,0
SUB116928,Pranay Agrawal,44.0,Female,Basic,59,976.0,25.7,14,4,9,10.0,Smart TV,Ahmedabad,0
SUB116929,Mishti Bora,52.0,Female,Basic,50,2005.0,23.2,27,2,0,9.0,Mobile,Delhi,0
SUB116930,Bhavin Kalla,35.0,Male,Standard,17,1610.0,30.8,27,2,8,1.0,Laptop,Delhi,1
SUB116931,Mamooty Deol,53.0,Female,Basic,45,1533.0,3.8,105,1,2,7.0,Smart TV,Ahmedabad,0
SUB116932,Armaan Bora,65.0,Female,Basic,47,,12.6,72,3,4,8.0,Laptop,Delhi,1
SUB116933,Bhamini Mangat,,Female,Premium,47,2199.0,5.0,30,5,12,8.0,Tablet,Ahmedabad,0
SUB116934,Hansh Sunder,69.0,Male,Basic,2,170.0,41.5,51,1,4,4.0,Smart TV,Nagpur,0
SUB116935,Onkar Mand,42.0,Male,Basic,40,391.0,,49,4,11,2.0,Laptop,Jaipur,1
SUB116936,Shayak Mani,,Male,Basic,3,,13.0,19,5,11,8.0,Mobile,Jaipur,0
SUB116937,Hansh Madan,,Male,Basic,60,625.0,19.8,17,4,4,6.0,Tablet,Mumbai,0
SUB116938,Shayak Raval,55.0,Female,Premium,4,2334.0,6.9,154,2,10,9.0,Mobile,Jaipur,1
SUB116939,Kanav Tak,63.0,Female,Basic,54,752.0,38.5,139,5,7,2.0,Mobile,Mumbai,1
SUB116940,Rania Chawla,63.0,Female,Basic,48,1466.0,38.2,33,4,9,10.0,Mobile,Chennai,0
SUB116941,Oorja Thaker,61.0,Female,Family,22,1463.0,30.5,52,6,8,8.0,Smart TV,Bangalore,0
SUB116942,Nakul Sami,54.0,Male,Premium,57,758.0,43.9,96,7,0,9.0,Laptop,Pune,0
SUB116943,Vidur Dalal,49.0,Male,Basic,13,1483.0,39.4,151,5,1,3.0,Tablet,Pune,1
SUB116944,Baiju Sandhu,35.0,Male,Basic,41,2455.0,6.4,112,2,2,9.0,Mobile,Hyderabad,0
SUB116945,Charvi Dass,21.0,Male,Standard,53,1261.0,13.0,54,4,0,4.0,Laptop,Delhi,1
SUB116946,Raghav Bobal,21.0,Male,Standard,28,1128.0,17.0,61,4,11,2.0,Laptop,Kolkata,0
SUB116947,Ranbir Varghese,20.0,Male,Basic,2,994.0,31.6,117,7,1,1.0,Laptop,Kolkata,1
SUB116948,Raghav Kari,58.0,Female,Basic,59,1216.0,16.9,108,2,1,9.0,Mobile,Bangalore,0
SUB116949,Anay Ramanathan,42.0,Male,Standard,57,1496.0,19.5,112,4,12,10.0,Laptop,Nagpur,0
